config,cache_size,associativity,block_size,icache_hit_rate,dcache_hit_rate,l2_hit_rate,icache_hits,icache_misses,dcache_hits,dcache_misses,l2_hits,l2_misses
size_32kB,32kB,2,64,99.67034353070679,96.9562481369854,2.740641711229946,173849,575,29274,919,41,1455
