config,page_size,tlb_size,tlb_assoc,itlb_hit_rate,dtlb_hit_rate,page_faults,itlb_hits,itlb_misses,dtlb_hits,dtlb_misses
tlb_128,4kB,128,4,99.97076090446268,99.8875847247479,0,174373,51,30211,34
